question,content,date,answers,views,ansAccepted,score,url
A simple way to turn raw ascii data into sound,"I'm looking for method to process simple data into an audio output such as an mp3 file. The data is in the form of a two-column text file with a time signature in milliseconds and a level in millivolts.Ideally the method would be script-able (with linux or unix tools). I have tried using Audacity to read raw data, however it seems to expect binary files, and doesn't seem to be flexible with sample rates etc.",1.437E+12,0,8,FALSE,0,/questions/31442925/a-simple-way-to-turn-raw-ascii-data-into-sound
Firebase many to many performance,"I'm wondering about the performance of Firebase when making n + 1 queries. Let's consider the example in this article https://www.firebase.com/blog/2013-04-12-denormalizing-is-normal.html where a link has many comments. If I want to get all of the comments for a link I have to:Here's the sample code from that article that fetches all comments belonging to a link:I'm wondering if this is a performance concern as compared to the equivalent of this query if I were using a SQL database where I could make a single query on comments: SELECT * FROM comments WHERE link_id = LINK_ID clause.Imagine I have a link with 1000 comments. In SQL this would be a single query, but in Firebase this would be 1001 queries. Should I be worried about the performance of this?",1.437E+12,0,4,FALSE,0,/questions/31442924/firebase-many-to-many-performance
iOS - Animation issue,"I have a view and a subview, when I slide up the first view there is no issue, but I have a trigger to slide up a picker when a label is clicked, but for some reason when I press the done button, and assign the value to the label, it causes the original view to dissappear. If I remove all the animations, I don't have an issue. does anyone have a clue what the issue is?Here is all the relevant code:",1.437E+12,0,6,FALSE,0,/questions/31442923/ios-animation-issue
Woocommece shop page does not display header and footer,I'm having an issue with woocommerce so I'm making this themes everything well well expect the shop page which does not display header and footer area all other pages do.Does anyone know what is the problem,1.437E+12,0,6,FALSE,0,/questions/31442922/woocommece-shop-page-does-not-display-header-and-footer
Trouble with angular file upload library,"I'm using angular and this plugin to upload files but it thinks that when I do the new call the module name is an undefined variable.  I am sure I don't have it configured right.It's included in my Index.html file -And attempting to use it in my controller -The compiler thinks that ""FileUploader"" is a non-defined local variable.  When it is in fact defined in the plugin -",1.437E+12,0,5,FALSE,0,/questions/31442919/trouble-with-angular-file-upload-library
"Javascript/Google Maps API - ""TypeError: undefined is not an object (evaluating 'addresses[x][0]')","I am trying to plot markers on a google map using an array of addresses. The markers are correctly plotting (I used the tips in this post: Multiple markers Google Map API v3 from array of addresses and avoid OVER_QUERY_LIMIT while geocoding on pageLoad) but I am getting this error when I try to add information from the addresses array into the marker and infowindow: ""TypeError: undefined is not an object (evaluating 'addresses[x][0]')""The problem appears to be that within the 'for' loop, x evaluates to the length of the array, 4, every time I loop. The markers and infowindows are working; they show up when I use a string or I use addresses[0], addresses[1], etc., but everything breaks when I try to do addresses[x] because addresses[4] does not exist. Any pointers at how I can iterate through my addresses array to properly set my marker titles and infowindows? Note: in case it's relevant, there is a reason the addresses variable is declared inside the calcRoute() function. This is the code:",1.437E+12,0,4,FALSE,0,/questions/31442918/javascript-google-maps-api-typeerror-undefined-is-not-an-object-evaluating
vocal command in AS3?,"Is there a way to do some vocals commands with AS3 (for AIR apps) ? Like, if you said ""next"", the function ""NextFrame"" is triggered ? Thank you for your answer. ",1.437E+12,0,4,FALSE,0,/questions/31442917/vocal-command-in-as3
Paypal REST api payments endpoint always yields 401,"Even though other endpoints work just fine, such as Other endpoints work fine as well. It seems the payments listing always returns 401. ",1.437E+12,0,1,FALSE,0,/questions/31442913/paypal-rest-api-payments-endpoint-always-yields-401
FILE Not Reading Path Correctly,"I'm trying to hybrid a C library and C# application. It's going good in the fact that I can execute methods, but it seems that fopen does not recognize or is incorrectly reading the path parameter I send. Here is the C# code:Mind you that as stated before, I am getting a valid pointer for everything up onto id3's values. It fails to check the magic as readascii returns a pointer to a value of 0xCDCDCD. I'm assuming it does so because it fails to recognize the file path. id3.magic is a char*.As you can see, I've also set the title attribute of id3 to assure that it was not it that was corrupt upon returning. Though I doubt it's useful, here is the init_io method incase you're wondering how it works:Finally, the importations if it helps:",1.437E+12,0,18,FALSE,0,/questions/31442912/file-not-reading-path-correctly
Unable to connect to SQL 2008 Reporting Server - WMI Error,"I have a copy of SQL 2008 and SQL 2014 on my machine.Reporting services has been installed and configured for both instancesHowever I can't connect to the 2008 instance of the report server.From SSMS 2014 I see the followingFrom SSMS 2008 I see the followingFrom the Reporting Server Configuration for 2014 I get the following, which shows that it can connect to the 2014 report serverFrom the Reporting Server Configuration for 2008 I get the following, which shows that it isn't able to see any serversWhen I enter the 08 reporting instance I get the following error message.Has anyone seen this WMI error message and know how to resolve it?",1.437E+12,0,4,FALSE,0,/questions/31442910/unable-to-connect-to-sql-2008-reporting-server-wmi-error
Sending email from a Mailgun subdomain,"We are using Google Apps as our @ourdomain.com email service.  However, we'd also like to use Mailgun to send our emails to users.We added a Mailgun domain named mg.ourdomain.com.  On this doc page Mailgun states: Are they saying we should send our emails from mg.ourdomain.com?  If so, will responses to those emails sent to Mailgun or Google Apps?  Out of curiosity, how does this improve deliverability?Thank you for any help.",1.437E+12,0,7,FALSE,-1,/questions/31442909/sending-email-from-a-mailgun-subdomain
PDO/MyQL intelligent class with query building,How can I get this to work?So that the class itself builds the query for me.,1.437E+12,0,12,FALSE,-3,/questions/31442908/pdo-myql-intelligent-class-with-query-building
"How can I create a loop that runs two functions, never overlapping?","I'm new to programming and have been taking online courses in swift and spritekit trying to create my first working game from scratch.Currently I'm having an issue trying to create a sequence of functions that run independently, wait so that only one is running at a time, and loops indefinitely.The first function:And the second function:to clarify, I'm trying to run something like:
shootTwentyArrows()
when that's done, shootSpiral1(), when that's done repeat.Thanks in advance for any responses.I guess the most correct way to do that would be to refactor code a little bit:Then somewhere in the code you can just do something like that :I left function names the same on purpose, so you get the idea.P.S. It is a common practice to declare a variable as let, declare it as var only when you have to modify it later.",1.437E+12,1,13,FALSE,0,/questions/31442907/how-can-i-create-a-loop-that-runs-two-functions-never-overlapping
How to force Python dictionary to shrink?,"I have experienced that in other languages. Now I have the same problem in Python. I have a dictionary that has a lot of CRUD actions. One would assume that deleting elements from a dictionary should decrease the memory footprint of it. It's not the case. Once a dictionary grows in size (doubling usually), it never(?) releases allocated memory back. I have run this experiment:The last line of the first loop is 6291736. The last line of the second loop is 6291736 as well. And the size of the dictionary is 0. So how to tackle this issue? Is there a way to force release of memory? PS: don't really need to do random - I played with the range of the second loop.The way to do this ""rehashing"" so it uses less memory is to create a new dictionary and copy the content over.The Python dictionary implementation is explained really well in this video:https://youtu.be/C4Kc8xzcA68There is an atendee asking this same question (https://youtu.be/C4Kc8xzcA68?t=1593), and the answer given by the speaker is: ",1.437E+12,1,30,FALSE,2,/questions/31442906/how-to-force-python-dictionary-to-shrink
Schema design for users with many school classes,"I am trying to add a new table called user_classes which will associate my user's classes. I am building a website that allows them to generate class schedues. Within my database, I have two existing tables - a users table which contains the id, name, and email:I also have a classes table which contains all my classes. crn is simply the course number, and name is the name of the class.This new table is what I am thinking. I have an id which is the PK, have an user_id column to say that John Doe has all the following crns.                                   My question is, is the user_classes a good design? Instead of crn, should I use the id from classes instead?                                            In this schema, user has many classes. However, a class also has many users. You just need the 2 columns to your classes and usersIf you then for instance need to select all users of a class named 'math' you can do",1.437E+12,1,5,FALSE,0,/questions/31442903/schema-design-for-users-with-many-school-classes
"importing js to weebly, what am I doing wrong?",I recently finished my own weebly template using bootstrap and added it to my weebly but for some reason the page is not displaying it like it should be and google keeps telling me that the files couldn't not be located...I read that in order to make the files work you must use the following url path which is http://nameofyoursite.weebly.com/files/theme/nameofyourfile. Currently I'm using a test site since previously my weebly blog crashed because of importing the template. Also I can't rigth-click the js files on text editor because it wouldn't let me. This is my code:FOOTER,1.437E+12,0,6,FALSE,0,/questions/31442902/importing-js-to-weebly-what-am-i-doing-wrong
Unidata - Cannot connect to the database. You don't have permission to chdir to usr/dev/,"I am trying to connect to Unidata database using JDBC libraries provided unijdbc.jar & asjava.zip.Cannot connect to the database. You don't have permission to chdir to usr/dev/<user-name>
java.sql.SQLException: You don't have permission to chdir to usr/dev/<user-name>
    at com.ibm.u2.jdbc.UniJDBCMsgFactory.createException(UniJDBCMsgFactory.java:119)
    at com.ibm.u2.jdbc.UniJDBCExceptionSupport.addAndThrowException(UniJDBCExceptionSupport.java:93)
    at com.ibm.u2.jdbc.UniJDBCProtocolU2Impl.connect(UniJDBCProtocolU2Impl.java:869)
    at com.ibm.u2.jdbc.UniJDBCProtocolU2Impl.executeOpenDatabase(UniJDBCProtocolU2Impl.java:301)
    at com.ibm.u2.jdbc.UniJDBCConnectionImpl.<init>(UniJDBCConnectionImpl.java:148)
    at com.ibm.u2.jdbc.UniJDBCConnectionImpl.<init>(UniJDBCConnectionImpl.java:92)
    at com.ibm.u2.jdbc.UniJDBCDriver.connect(UniJDBCDriver.java:111)
    at java.sql.DriverManager.getConnection(DriverManager.java:571)
    at java.sql.DriverManager.getConnection(DriverManager.java:215)I am able to login to the machine using same credentials. I checked following links and verified that user has access to the said directory. https://www.mail-archive.com/u2-users@listserver.u2ug.org/msg03467.htmlhttp://t80585.db-u2-general.databasetalk.us/odbc-to-unidata-t80585.htmlI am pretty new with Unidata and I am hoping I might find someone who might know what might be wrong.",1.437E+12,0,5,FALSE,0,/questions/31442892/unidata-cannot-connect-to-the-database-you-dont-have-permission-to-chdir-to
Test js.erb files with Jasmine,"I am trying to test js.erb files with Jasmine. However I am running into an issue that variables in ruby <%=@something>,causes the error for testing. To be more specifically:I am having a view like this:and in my DetailsView.spec file, or some other files I would like to spy on this viewAssuming that I don't need to know know the @class_name while I am testing, and Jasmine needs to precompile the files before it is being tested. Is there anything that we solve the issue? I am still not very familiar with how the js.erb files are being loaded. The only way that I can think of now is precompile those files and use regular expression to get rid of the variable part, then let jasmine test the new files that generated after we do the stripping by regular expression. However it means that I have to regenerate the files without the @class_name. Is there a better way of doing it? Thanks in advance. ",1.437E+12,0,3,FALSE,0,/questions/31442888/test-js-erb-files-with-jasmine
name conflict between popbox.css and bootstrap.css,"I noticed that there is a problem if both popbox.css and bootstrap.css are used. Does anybody know a solution for that? 
Here is a fiddle from somebody to show how popbox works. http://jsfiddle.net/kbwood/sV4bY/If you load the bootstrap library additional to the popbox librarieshttps://maxcdn.bootstrapcdn.com/bootstrap/3.3.5/css/bootstrap.min.cssit will not work anymore.Here is a not working example. Remove the bootstrap.min.css file to make it workThe problem is due to the collapse class you have applied to the div. In Bootstrap, these are hidden by default as it's part of the accordion feature. Either remove the class from that div or use a different name for it.Example: http://jsfiddle.net/tpjjsqg6/",1.437E+12,1,18,FALSE,1,/questions/31442885/name-conflict-between-popbox-css-and-bootstrap-css
Check if Wifi Is Turned On While App is Active,I have an app using Reachability library to detect when wifi is turned on while the app is active. I have the following code sample below in my view controller. The view controller is loaded when the app becomes active. When I run this code on my iPhone the selector method is not called. What's wrong with this code and how do I fix it?,1.437E+12,0,9,FALSE,1,/questions/31442884/check-if-wifi-is-turned-on-while-app-is-active
quadratic equation solver fails to get result in Java,"I have code that is supposed to solve a quadratic equation but yields NaN as a result. I've looked around for 2 days now and I can't find a solution. Any and all advice will be more than appreciated! this can cause NaNif content: b* b - 4 * a * c is negative, there are solutions only in complex numbers (not in double data type)There should be a conditionThe most likely cause of the problem is Math.sqrt(b*b - 4 * a * c). or one of your input values is negative or one of your input values is NaN (probably not the cause in this situation).There are two special cases:
b *b < 4 * a * c
and a = 0if b * b < 4 * a * c your answer is in the complex plane (ie not a real number).
if a = 0 then you actually just have a linear equation.you could try the following code:This lets your user input any double values and recieve an answer.",1.437E+12,2,20,FALSE,0,/questions/31442882/quadratic-equation-solver-fails-to-get-result-in-java
Open source API for popular games,I am trying to find out an open source API which can help me obtain popular games on any platform. I am thinking about a mobile app which allows users to view most popular games available to them. The app will be making calls to this API and showing list of popular games on the device.Can somebody point me to any open source API for developers?Thanks,1.437E+12,0,14,FALSE,-2,/questions/31442878/open-source-api-for-popular-games
Jenkins groovy for using remoting channel to slave,I have trying to the hudson.remoting.Callable call function on a channel from Master To Slave in jenkins.The code below is what I try on the groovy console on jenkins.If i do so then I run the script I get following exception stacktrace:Could anyone have a clue to what I am doing wrong here?,1.437E+12,0,5,FALSE,0,/questions/31442874/jenkins-groovy-for-using-remoting-channel-to-slave
Swift doesn't see Objective-C methods with variable arguments,"I created Objective-C class with two methods. Both of them works with variable list of arguments:  When I try to use methods of this class in Swift code, it allows me to use only first method: The second one Swift can't recognize.
If I try to navigate to TestClass from Swift code, it shows me this:  It just ignored my second method.
NSString has similar methods and both of them work in Swift.Does anybody know how to fix it?It is simply impossible now. Swift can't do that. Workaround is to create a wrapper method with (va_list) arguments and pass them as arguments. If it is not your class, you could create a category or else just add it to your source.",1.437E+12,1,13,FALSE,0,/questions/31442873/swift-doesnt-see-objective-c-methods-with-variable-arguments
How many simple Key-Value Pairs is to many for storing data in Android?,"I'm currently trying to save data in Key-Value Pairs using Shared Preferences in Android. Well I'm doing this the question seems to arise (Considering I'm saving a decent chunk of data.) How many different Key Value pairs is considered still OK to save in my App? I'm currently looking at saving 100 to 150 different values. (All still having unique key string names.) Is that to much data to be storing with Shared Preferences?This may be a stupid question, but the only stupid question is the one left unasked, and I couldn't seem to find an answer. Only knowledge I came by is that you should only save Primitive values using Shared Preferences. (Which I'm already doing so...)
-Thank You",1.437E+12,0,10,FALSE,0,/questions/31442872/how-many-simple-key-value-pairs-is-to-many-for-storing-data-in-android
How to get parent window scrollTop in Chrome?,"Inside the iframe scope, this works in other browsers:In Chrome it returns zero (always). Anyone knows the catch?In backstage: I need to center modal dialog on screen (fixed position), but I cannot set correct margin top without parent window scrollTop.In Chrome, document.documentElement.scrollTop is always 0. The actual scroll value is in document.body. Discussed here: https://code.google.com/p/chromium/issues/detail?id=157855You should use:",1.437E+12,1,11,TRUE,0,/questions/31442869/how-to-get-parent-window-scrolltop-in-chrome
How would I go about checking that a certain number of characters that are input all satisfy valid input conditions?,"I would like to know how I could go about checking every character in a string whose length is 9 characters long, and all of the characters must fit within the hexadecimal character range (e.g., 0-9 and A-F) and the letter entered case insensitive?I already know I could check for the letters without it being case sensitive using String's "".equalsIgnoreCase(String s)"" method, so ultimately I'd like to know how I could check all 9 characters (no whitespace between characters) of the input string to see if they all match within the aforementioned range.",1.437E+12,0,11,FALSE,-1,/questions/31442868/how-would-i-go-about-checking-that-a-certain-number-of-characters-that-are-input
Javascript redirect to another page,"I have a Javascript function that manages the action done pressing an Input Submit button. I want that, before the function calls return, the user could be redirected to a ""mypage.php"" in which he will do another action, and, if this action completes successfully, also the Javascript function completes successfully.Thank you",1.437E+12,0,13,FALSE,0,/questions/31442867/javascript-redirect-to-another-page
Spring RepositoryRestResource - failing on posts to pre-existing ids,"I have a Spring RepositoryRestResource as follows:I want to prevent REST Post calls to the same userId from updating the user information, but rather instead indicating that a user already exists with that Id (say with a 409 response).What's the cleanest way of solving this? preferable still using RepositoryRestResource instead of implementing my own controller or adding a listener.My Entity is correctly set up to indicate that the Id is unique:",1.437E+12,0,4,FALSE,0,/questions/31442865/spring-repositoryrestresource-failing-on-posts-to-pre-existing-ids
Notify when Polygon is loaded,"Is there a way to be notified when a Google Maps polygon is drawn on screen?I have editable polygons with several hundred points and it takes a while for them to display on the screen (about a second). I would like to add some kind of ""loading"" and then when the editable polygon is displayed, hide the notification.I've tried the following, but since there is no load event on the polygon, it does not work.My only other option is to set some kind of timer and try to guess when the polygon displays.",1.437E+12,0,4,FALSE,0,/questions/31442861/notify-when-polygon-is-loaded
What am I doing wrong here? Method Does not work,"So I'm trying to call methods and i want it to like go from one method to another. So I at first I tried calling the method with parameters but that kind of did not work because 1 method needed more and i got confused after some errors so i tried this... I read an answer on a post and it said to try declaring variable with static outside the main method but inside the class.. So i did itAnd this is inside the main methodAnd this is the method im trying to call but does not respond (The program exits)What's wrong? Im new to java So please don't hate my probably bad coding skills :)To call a static method outside of the class you are in, you need to do:You also need to make sure that you define the P2menu() method inside the RiskGame class, like so:Also, you have an issue with the P2Menu() method, as it is in an infinite loop. You never set the variable to false.",1.437E+12,1,14,FALSE,0,/questions/31442860/what-am-i-doing-wrong-here-method-does-not-work
dynamically add multiple rows to a table,"The following code works fine as i am able to add multiple 'tr' rows as i need it but at the same time multiple 'tbody' element is also created. So, I am trying to find a solution where i only create 'tbody' once and add multiple rows.Browsers do not require a tbody to be appended and will add one behind the scenes.Just add your rows:Here is a simple test showing that a tbody is added automatically when a TR is added: JSFiddle: http://jsfiddle.net/m2z2cmur/",1.437E+12,2,18,TRUE,0,/questions/31442859/dynamically-add-multiple-rows-to-a-table
Saving Listview data,"I have an issue where I have a listview, go to another activity to attach uservalues which than implements those values to the listview. However, if I go back to that activity and attach a new set of values, when I return to my listview activity, the new values are implemented but the old values have been removed. Would an sqlite database solve this problem? Or does it have something to do with the actual list being recreate? ListActivity.javaSecondActivityAlarm.javaWhat is happening is that when you leave and come back to the activity, Android is recreating the activity and listview.  So you need some way to save the data over this change.Using a sqlite database would solve the problem, since the databse would be permanent storage, and would save the information long term (for example, if the user shuts off the phone).Another solution would be to implement onSaveInstanceState and onRestoreInstanceState, which will save information over changing activities (or orientation). If they shut off the phone the information would be lost.From your question it doesn't sound like you need to keep information really long term, and implementing onSaveInstanceState is less work than sqlite.",1.437E+12,1,12,FALSE,0,/questions/31442855/saving-listview-data
Postgresql searchable retail database: Single table or multiple?,"So I am working on developing a backend for an retail app and am wondering about how to organize the data. In the context of having a variety of products and wanting to maintain different information for different products, would it be more efficient to have a variety of databases, each containing comparable products or different instances of each product or a master database containing all the products, with linked tables containing more product specifics. In the first system choosing the appropriate product from the more similar options will work efficiently as I will not have to search the entire canon on information. The cost is that certain products could fall through the woodwork as these tables could function as ""ruts"". (If a product is put in the wrong table it will be impossible to find). The second system will take significantly longer to search. I realize additional degrees of abstraction will give either system some of the benefits of both... Currently as our initial offering will be limited I am leaning toward the first option although am scared of the cost of searches of the canon. ",1.437E+12,0,7,FALSE,0,/questions/31442853/postgresql-searchable-retail-database-single-table-or-multiple
ASP.NET MVC Razor Syntax: Is it an issue for razor to interpret @if(@Model,"I am checking logs of exception and I came across an exception in lazy loading with glass mapper. I have a sitecore project with mvc and one of the views (shared cshtml) contains the following loop:I would usually write: I tried googling, but I found nothing. I have inherited this code from another guy, who I cannot contact. The website actually loads the page with no error. I've tried the same loop in pure MVC and it loads the page with no Error. However, I get this lazy loading issue that the entity is null there in logs (sitecore).I will know more tomorrow, but I am curious regarding this. Has anyone came across such issue?I guess it works because C# allows the @ character at the beggining of a variable name.
Actually this is used to allow having variable names that are also reserved words.
After escaping the foreach, the code executed will look like:And this is valid code in C#",1.437E+12,1,15,FALSE,1,/questions/31442852/asp-net-mvc-razor-syntax-is-it-an-issue-for-razor-to-interpret-ifmodel
Is it possible to specify both a structure with variables and an interface at the same time in golang?,"I'm currently working on cleaning up some golang code. The code deals with a lot of structures that behave in a similar fashion and share some similar data fields. I'm wondering whether it's possible to specify a common structure and interface at the same time? Something like:Meaning that any other structure inheriting from Foo will have the Bar variable in it, but that it should also implement its own BarTheFoo() function. Knowing that all the Foo derivatives will have BarTheFoo(), I would like to use it in a function I know will look the same for every Foo derivative.Is something like this possible in Go?Yeah but in order to understand it fully I think you'll need to depart from those notions of inheritance as they don't exist in Go. The nearest thing you can do is 'embed' Bar in all your types (Foo included).This feature acts somewhat like a blend of inheritance and composition. While the Foo type will technically be 'composed' of a Bar type (among other fields), the methods on the Bar type are in a sense promoted so that they can be invoked directly from Foo. It looks like this;Then in some other context you can do;I'm not sure that is exactly what you want to do and I can edit with more guidance however I can't answer your question specifically because what you're asking doesn't exist in Go.",1.437E+12,1,5,FALSE,0,/questions/31442849/is-it-possible-to-specify-both-a-structure-with-variables-and-an-interface-at-th
